id,college,program,subjects,maxComposite,seats,totalApplicants,r1,r2,r3,r1_UR,r1_OBC,r1_SC,r1_ST,r1_EWS,r1_PwBD,r3_UR,r3_OBC,r3_SC,r3_ST,r3_EWS,r3_PwBD
940,P.G.D.A.V. College,B.Com (Hons.),,,,,756.9942,754.7999,752.6056,756.9942,615.4695,523.965,259.2288,653.7327,576.2146,752.6056,,,,,352.7904
941,P.G.D.A.V. College,B.Sc (Hons.) Computer Science,,,,,604.9919,589.9898,574.9877,604.9919,502.6632,410.0737,294.1281,525.3332,,574.9877,493.7898,,339.5371,511.2041,
942,P.G.D.A.V. College,B.Sc (Hons.) Mathematics,,,,,549.7329,560.5055,571.2782,549.7329,429.9711,304.7384,303.0248,435.6666,,571.2782,487.8265,435.3554,,,
943,P.G.D.A.V. College,B.Sc (Hons.) Statistics,,,,,688.1529,688.1529,,688.1529,482.7944,378.5397,176.9696,517.7683,,,,,,,
944,P.G.D.A.V. College,B.Sc (Prog.) Mathematical Sciences,,,,,491.8817,510.0776,528.2734,491.8817,358.5148,258.7864,322.7048,334.2621,,528.2734,371.874,,,,
945,P.G.D.A.V. College (Evening),B.A Program (Commerce + Economics),,,,,643.0316,643.0316,,643.0316,466.401,376.1676,270.9307,487.3501,,,636.5527,,,,
946,P.G.D.A.V. College (Evening),B.A Program (Economics + History),,,,,552.4294,552.4294,,552.4294,403.3699,364.7586,259.8021,392.595,,,615.603,,359.804,431.3944,
947,P.G.D.A.V. College (Evening),B.A Program (Economics + Mathematics),,,,,588.0348,588.0348,,588.0348,352.4475,221.5216,,310.7728,,,417.9661,311.7796,,,
948,P.G.D.A.V. College (Evening),B.A Program (Economics + Political Science),,,,,549.775,549.775,,549.775,383.5283,331.4913,195.8321,343.5271,,,,,,325.5549,
949,P.G.D.A.V. College (Evening),B.A Program (English + Economics),,,,,629.1684,644.3179,659.4675,629.1684,435.3267,385.6271,385.7836,448.8094,,659.4675,571.0251,,161.3354,,
950,P.G.D.A.V. College (Evening),B.A Program (English + History),,,,,555.6622,555.6622,,555.6622,415.6577,371.4115,375.6246,340.2374,,,,,175.9986,312.5543,
951,P.G.D.A.V. College (Evening),B.A Program (English + Mathematics),,,,,568.7314,591.1934,613.6554,568.7314,457.9777,306.9013,,406.8153,,613.6554,,247.4216,499.071,406.8153,
952,P.G.D.A.V. College (Evening),B.A Program (English + Political Science),,,,,560.0848,560.0848,,560.0848,415.3482,379.0795,339.6652,340.5472,,,,,,340.5472,
953,P.G.D.A.V. College (Evening),B.A Program (Hindi + History),,,,,510.9164,553.3931,595.8699,510.9164,373.1271,336.3594,,264.6904,,595.8699,420.1403,,,351.8097,
954,P.G.D.A.V. College (Evening),B.A Program (Hindi + Political Science),,,,,497.2912,497.2912,,497.2912,373.6679,343.5279,119.5467,273.1689,,,,,,364.2041,
955,P.G.D.A.V. College (Evening),B.A Program (History + Political Science),,,,,535.8093,535.8093,,535.8093,390.9276,346.07,295.4359,302.4873,,,521.9438,,229.7047,80.7638,
956,P.G.D.A.V. College (Evening),B.A Program (Physical Education + History),,,,,539.8762,539.8762,,539.8762,411.8507,390.9269,444.0909,350.8712,400.9495,,,,,,
957,P.G.D.A.V. College (Evening),B.A Program (Physical Education + Political Science),,,,,540.802,540.802,,540.802,408.6297,386.7272,391.8921,335.4201,254.4544,,,,279.4779,353.0353,
958,P.G.D.A.V. College (Evening),B.A. (Hons.) Hindi,,,,,257.741,257.741,,257.741,173.7051,77.375,,,,,272.3924,,,,
959,P.G.D.A.V. College (Evening),B.A. (Hons.) Political Science,,,,,574.0297,574.0297,,574.0297,445.989,397.5348,376.5143,331.8964,,,589.6233,,,172.0093,
960,P.G.D.A.V. College (Evening),B.A. (Hons.) Sanskrit,,,,,331.5421,383.0195,434.4968,331.5421,171.668,157.5925,,,,434.4968,91.7541,237.8748,,,
961,P.G.D.A.V. College (Evening),B.Com,,,,,648.4902,648.4902,,648.4902,477.8915,360.5659,322.8518,500.038,,,,,,,
962,P.G.D.A.V. College (Evening),B.Com (Hons.),,,,,685.5677,685.5677,,685.5677,531.1834,436.4299,493.5613,572.3062,379.6341,,,,258.1201,,
963,P.G.D.A.V. College (Evening),B.Sc (Hons.) Mathematics,,,,,517.8832,543.894,569.9048,517.8832,397.8154,287.2387,,403.5806,,569.9048,,249.6094,,379.7399,
964,Rajdhani College,B.A Program (Economics + History),,,,,626.8075,626.8075,,626.8075,487.0098,430.6273,391.6249,418.2297,,,,,,492.6781,
965,Rajdhani College,B.A Program (Economics + Mathematics),,,,,645.8179,645.8179,,645.8179,396.5076,274.2958,,376.9345,,,534.6553,395.1953,,284.1073,
966,Rajdhani College,B.A Program (Economics + Political Science),,,,,641.363,649.2073,657.0516,641.363,482.247,429.2633,392.0956,424.4653,457.1803,657.0516,,,,501.7501,
967,Rajdhani College,B.A Program (English + History),,,,,634.2991,662.7146,691.1302,634.2991,543.9779,526.1747,412.0314,439.5647,303.7845,691.1302,,,,,
968,Rajdhani College,B.A Program (English + Linguistics),,,,,625.5479,661.5627,697.5774,625.5479,478.9222,453.1639,449.1504,442.7914,,697.5774,556.5368,,,,
969,Rajdhani College,B.A Program (Hindi + History),,,,,552.2473,552.2473,,552.2473,440.6079,433.2969,330.9293,350.6161,,,,,,,
970,Rajdhani College,B.A Program (Hindi + Political Science),,,,,553.8923,553.8923,,553.8923,437.7721,410.9007,279.69,344.0012,181.8066,,,,,153.6581,
971,Rajdhani College,B.A Program (History + Political Science),,,,,609.2102,619.4141,629.618,609.2102,482.1028,444.3088,405.4457,390.738,223.9571,629.618,,,,,
972,Rajdhani College,B.A Program (Linguistics + Political Science),,,,,582.3679,600.4688,618.5698,582.3679,434.8216,402.0525,335.0573,357.1258,,618.5698,,,212.8034,,
973,Rajdhani College,B.A Program (Sanskrit + History),,,,,325.1432,325.1432,,325.1432,,,,,,,,,,,
974,Rajdhani College,B.A Program (Sanskrit + Political Science),,,,,392.4952,392.4952,,392.4952,,,,359.106,,,,360.2829,,,
975,Rajdhani College,B.A. (Hons.) Economics,,,,,699.6071,710.2853,720.9636,699.6071,441.146,360.1569,204.8078,456.5548,,720.9636,,,,,
976,Rajdhani College,B.A. (Hons.) English,,,,,646.6641,652.4306,658.1971,646.6641,492.6727,461.97,413.5667,480.3262,,658.1971,,,,,
977,Rajdhani College,B.A. (Hons.) Hindi,,,,,302.6227,302.6227,,302.6227,112.4742,147.0782,257.5567,224.7321,270.8615,,136.8249,104.2183,,,
978,Rajdhani College,B.A. (Hons.) History,,,,,632.4561,656.6562,680.8563,632.4561,515.7816,450.4425,413.4491,404.1697,,680.8563,633.0707,,,258.7913,
979,Rajdhani College,B.A. (Hons.) Political Science,,,,,684.1735,684.1735,,684.1735,584.4431,573.0162,526.3392,514.0069,316.4241,,,,,386.7826,
980,Rajdhani College,B.A. (Hons.) Sanskrit,,,,,270.2134,362.6877,455.1621,270.2134,138.7979,112.62,,301.7983,260.4942,455.1621,134.7809,186.0411,,,
981,Rajdhani College,B.Com (Hons.),,,,,760.4416,760.4416,,760.4416,633.346,534.3367,332.7287,678.5317,,,,,338.5346,,
982,Rajdhani College,B.Sc (Hons.) Chemistry,,,,,325.4768,325.4768,,325.4768,262.6177,168.7822,243.6034,250.6527,,,255.3447,246.1702,,,
983,Rajdhani College,B.Sc (Hons.) Electronics,,,,,312.526,312.526,,312.526,228.3727,162.984,,238.3177,,,207.7291,,,,
984,Rajdhani College,B.Sc (Hons.) Mathematics,,,,,525.5897,564.6435,603.6973,525.5897,406.5857,295.8937,249.3007,410.831,,603.6973,471.9318,,,,
985,Rajdhani College,B.Sc (Hons.) Physics,,,,,330.6107,319.1506,307.6904,330.6107,254.9747,165.5443,53.3875,248.4285,,307.6904,257.9559,43.5974,,194.0672,
986,Rajdhani College,B.Sc (Prog.) Applied Physical Sciences with Industrial Chemistry,,,,,249.6827,220.6886,191.6944,249.6827,180.0472,87.2938,,181.632,,191.6944,112.9754,81.9158,,166.3478,
987,Rajdhani College,B.Sc (Prog.) Physical Science with Chemistry,,,,,247.5392,246.6324,245.7256,247.5392,189.6344,96.2999,,172.294,,245.7256,133.5037,148.521,,174.2883,
988,Rajdhani College,B.Sc (Prog.) Physical Science with Computer Science/ Informatics Practices,,,,,293.9452,314.6711,335.397,293.9452,219.9695,148.521,210.5046,223.0642,,335.397,237.7086,146.0542,,,
989,Rajdhani College,B.Sc (Prog.) Physical Science with Electronics,,,,,263.6931,244.8919,226.0907,263.6931,192.8747,107.693,,217.56,,226.0907,158.1997,36.1544,,151.849,
990,Ram Lal Anand College,B.A Program (Computer Applications + Economics),,,,,676.2256,676.2256,,676.2256,466.0546,391.2926,181.0618,476.6961,,,,,,,
991,Ram Lal Anand College,B.A Program (Economics + Mathematics),,,,,682.5151,682.5151,,682.5151,442.6939,268.6227,,436.5874,,,,370.2589,,435.5522,
992,Ram Lal Anand College,B.A Program (History + Political Science),,,,,661.7475,661.7475,,661.7475,547.5717,477.0567,475.5149,504.3432,,,,,,,
993,Ram Lal Anand College,B.A. (Hons.) English,,,,,667.3822,687.0522,706.7223,667.3822,529.3495,481.9131,458.2409,511.7526,,706.7223,616.4797,,,,
994,Ram Lal Anand College,B.A. (Hons.) Hindi,,,,,276.9125,276.9125,,276.9125,71.246,92.7979,,158.0985,,,222.6397,,,,
995,Ram Lal Anand College,B.A. (Hons.) Hindi Patrakarita,,,,,523.7631,523.7631,,523.7631,431.7217,339.345,,411.3665,,,423.2631,,,,
996,Ram Lal Anand College,B.A. (Hons.) History,,,,,670.4887,670.4887,,670.4887,548.4998,475.504,451.6225,504.0731,372.5177,,705.1313,,,,
997,Ram Lal Anand College,B.A. (Hons.) Political Science,,,,,724.3008,707.6851,691.0694,724.3008,643.08,559.6793,533.7147,593.1714,,691.0694,,,,,173.3922
998,Ram Lal Anand College,B.Com,,,,,774.79,774.79,,774.79,646.5074,542.0772,344.9685,697.959,,,,,,,
999,Ram Lal Anand College,B.Com (Hons.),,,,,795.2747,795.2747,,795.2747,686.9167,593.5623,435.0833,727.5937,,,,,,,438.2098
1000,Ram Lal Anand College,B.Sc (Hons.) Computer Science,,,,,615.7355,612.4513,609.1671,615.7355,522.4218,415.849,311.0618,546.4362,,609.1671,504.7056,,176.1046,447.7299,
1001,Ram Lal Anand College,B.Sc (Hons.) Geology,,,,,501.8663,480.6426,459.4188,501.8663,450.8859,353.8299,319.3445,434.8515,,459.4188,443.0423,289.4036,219.2862,,
1002,Ram Lal Anand College,B.Sc (Hons.) Mathematics,,,,,561.0246,578.5537,596.0827,561.0246,431.3537,322.2718,224.4819,428.6451,342.9905,596.0827,447.3088,,,,
1003,Ram Lal Anand College,B.Sc (Hons.) Microbiology,,,,,577.1891,577.1891,,577.1891,516.3945,439.1467,374.5231,500.4399,225.4747,,,,,,
1004,Ram Lal Anand College,B.Sc (Hons.) Statistics,,,,,712.4522,712.4522,,712.4522,514.1582,389.5295,231.4958,562.2261,,,,,,,
1005,Ram Lal Anand College,Bachelor of Management Studies (BMS),,,,,466.9701,459.6148,452.2594,466.9701,346.1584,287.7691,204.4302,370.3569,,452.2594,360.8278,,,373.1193,
1006,Ramanujan College,B.A Program (Accounting and Finance + Economics),,,,,771.177,771.177,,771.177,644.6036,582.065,,666.6323,,,,,,,
1007,Ramanujan College,B.A Program (Accounting and Finance + Mathematics),,,,,740.5106,740.5106,,740.5106,540.3732,454.8669,,556.6139,,,,,,,
1008,Ramanujan College,B.A Program (Economics + Entrepreneurship and Small Business (ESB)),,,,,749.4394,749.4394,,749.4394,591.3673,549.3281,510.5963,645.7615,,,,,,,
1009,Ramanujan College,B.A Program (Economics + Psychology),,,,,752.6971,752.6971,,752.6971,619.0592,568.6494,506.2034,579.9878,,,,,,,
1010,Ramanujan College,B.A Program (Entrepreneurship and Small Business (ESB) + Mathematics),,,,,672.4292,672.4292,,672.4292,473.0959,398.2016,312.4315,476.0842,253.4305,,539.1788,,,,
1011,Ramanujan College,B.A Program (Hindi + History),,,,,582.6194,582.6194,,582.6194,460.0103,456.3432,385.0648,410.3789,,,,,,,
1012,Ramanujan College,B.A Program (Hindi + Political Science),,,,,609.7215,609.7215,,609.7215,481.3894,448.5836,283.9468,423.8374,230.2968,,,,,,
1013,Ramanujan College,B.A Program (History + Philosophy),,,,,637.7373,637.7373,,637.7373,522.1691,434.813,454.6684,454.0702,,,,,,,
1014,Ramanujan College,B.A Program (History + Political Science),,,,,699.3225,699.3225,,699.3225,625.7394,542.175,566.2884,639.0163,433.4991,,,,,,
1015,Ramanujan College,B.A Program (Philosophy + Political Science),,,,,674.9012,674.9012,,674.9012,560.6705,530.6398,439.3757,491.5113,,,,,,,
1016,Ramanujan College,B.A Program (Political Science + Psychology),,,,,771.3012,771.3012,,771.3012,622.2041,580.8759,546.9435,594.0785,,,648.0263,,,,
1017,Ramanujan College,B.A. (Hons.) Applied Psychology,,,,,812.482,812.482,,812.482,630.2169,595.1748,545.3334,573.5156,332.6495,,,,,,
1018,Ramanujan College,B.A. (Hons.) Economics,,,,,743.5414,753.9633,764.3853,743.5414,497.0341,408.9479,91.7114,540.6719,,764.3853,,,,622.0199,
1019,Ramanujan College,B.A. (Hons.) English,,,,,693.574,678.9488,664.3235,693.574,527.1986,485.4719,485.2152,499.8505,,664.3235,,,555.3326,,
1020,Ramanujan College,B.A. (Hons.) Hindi,,,,,314.4358,314.4358,,314.4358,163.2357,150.8881,,291.1689,,,234.9207,216.1938,,,
1021,Ramanujan College,B.A. (Hons.) Philosophy,,,,,638.9858,638.9858,,638.9858,458.5994,408.7354,253.3304,447.3031,,,579.4375,480.7344,207.9369,,
1022,Ramanujan College,B.A. (Hons.) Political Science,,,,,729.6713,729.6713,,729.6713,657.0516,584.1565,518.3698,607.5,461.4309,,,,,,
1023,Ramanujan College,B.Com,,,,,764.8335,764.8335,,764.8335,618.8269,529.0565,364.5514,662.1873,504.4173,,,,449.304,,442.3574
1024,Ramanujan College,B.Com (Hons.),,,,,785.2622,799.7646,814.267,785.2622,654.9799,564.2668,415.0133,693.7523,510.5052,814.267,,,,,
1025,Ramanujan College,B.Sc (Hons.) Computer Science,,,,,625.0,625.0,,625.0,540.304,440.0955,345.9069,576.4114,224.2473,,,,,,235.5596
1026,Ramanujan College,B.Sc (Hons.) Environmental Sciences,,,,,502.8012,477.5095,452.2179,502.8012,430.0617,348.5402,324.9857,429.112,,452.2179,400.9693,311.2967,324.9857,360.6818,
1027,Ramanujan College,B.Sc (Hons.) Mathematics,,,,,604.9557,607.5876,610.2195,604.9557,455.4812,355.1313,247.2138,469.3006,,610.2195,,397.2343,268.6183,,
1028,Ramanujan College,B.Sc (Hons.) Statistics,,,,,708.2837,708.2837,,708.2837,504.3172,385.4304,276.3096,572.8877,,,,,,,
1029,Ramanujan College,B.Voc Software Development,,,,,599.2478,621.9129,644.578,599.2478,500.7872,438.2281,326.8939,501.6945,110.2146,644.578,496.7045,390.2365,418.2705,445.6938,233.5339
1030,Ramanujan College,"B.Voc. Banking, Financial Services and Insurance",,,,,728.971,728.971,,728.971,599.0708,513.4642,414.3277,596.9417,179.036,,694.7445,,537.9987,,268.0857
1031,Ramanujan College,Bachelor of Management Studies (BMS),,,,,483.6643,483.6643,,483.6643,366.4937,299.571,150.1611,412.4997,142.8693,,353.536,,,,
1032,Ramjas College,B.A Program (Any two discipline from these (English/Hindi/History/Pol. Science/Economics/Mathematics)),,,,,842.9819,834.0474,825.1129,842.9819,769.5,719.4246,687.6513,791.687,638.8616,825.1129,,,,,
1033,Ramjas College,B.A Program (Philosophy + Any one out of these (English/Hindi/History/Pol. Science/Economics/Mathematics/Sanskrit)),,,,,818.2939,818.2939,,818.2939,748.4793,667.8268,663.1577,767.8162,509.8341,,,,,737.946,
1034,Ramjas College,B.A Program (Sanskrit + Any one out of these (English/Hindi/History/Pol. Science/Economics/Mathematics/Philosophy)),,,,,706.5946,679.7089,652.8232,706.5946,592.1093,603.8501,426.6546,608.4757,,652.8232,,633.7923,,434.6692,
1035,Ramjas College,B.A. (Hons.) Economics,,,,,841.1565,835.6552,830.1538,841.1565,676.4273,608.6862,441.3014,735.72,272.5398,830.1538,,,,,293.9782
1036,Ramjas College,B.A. (Hons.) English,,,,,824.2698,822.9759,821.6819,824.2698,726.3913,683.4447,660.8838,746.8769,478.2161,821.6819,741.7161,,,,
1037,Ramjas College,B.A. (Hons.) Hindi,,,,,527.7811,527.7811,,527.7811,430.7358,411.1181,202.0354,327.8752,193.6492,,,,,235.8615,
1038,Ramjas College,B.A. (Hons.) History,,,,,846.3177,846.3177,,846.3177,798.0551,729.9863,747.9923,807.178,543.8043,,,,618.6194,,
1039,Ramjas College,B.A. (Hons.) Political Science,,,,,894.9457,894.9457,,894.9457,851.8985,787.3322,803.1124,847.6018,733.4092,,,,,,
1040,Ramjas College,B.A. (Hons.) Sanskrit,,,,,358.3076,488.2341,618.1606,358.3076,399.1714,271.1392,262.7127,381.093,,618.1606,512.2845,302.6448,,,
1041,Ramjas College,B.Com,,,,,877.684,875.325,872.966,877.684,799.8866,727.7591,651.798,834.7885,565.8748,872.966,,,,,
1042,Ramjas College,B.Com (Hons.),,,,,889.3871,892.2189,895.0508,889.3871,813.2727,745.2074,670.1841,849.0375,624.1711,895.0508,,,,,
1043,Ramjas College,B.Sc (Hons.) Botany,,,,,591.0046,590.4081,589.8115,591.0046,548.9683,458.0118,433.9695,549.6593,220.629,589.8115,480.9285,412.9191,,,
1044,Ramjas College,B.Sc (Hons.) Chemistry,,,,,444.1872,444.1872,,444.1872,388.2196,281.3862,162.7193,389.2623,,,,250.0226,,,
1045,Ramjas College,B.Sc (Hons.) Mathematics,,,,,747.3588,737.3692,727.3796,747.3588,610.378,505.1423,404.8802,609.5633,,727.3796,,,339.5993,593.5021,278.3175
1046,Ramjas College,B.Sc (Hons.) Physics,,,,,467.035,467.035,,467.035,395.8463,287.6502,162.9801,408.9199,,,,,,,
1047,Ramjas College,B.Sc (Hons.) Statistics,,,,,811.7074,792.2264,772.7454,811.7074,620.5036,517.5002,367.0525,676.7952,,772.7454,,,352.7815,,
1048,Ramjas College,B.Sc (Hons.) Zoology,,,,,617.6257,582.4123,547.1989,617.6257,586.0231,504.6976,454.7146,586.3329,280.2828,547.1989,,,,,69.8982
1049,Ramjas College,B.Sc (Prog.) Life Science,,,,,579.3412,585.8389,592.3366,579.3412,523.495,431.4073,374.566,547.3949,222.49,592.3366,509.299,,,,
1050,Ramjas College,B.Sc (Prog.) Physical Science with Chemistry,,,,,354.4902,343.3887,332.2872,354.4902,297.7068,209.9408,60.4858,316.9345,,332.2872,,159.4623,,246.5582,
1051,Ramjas College,B.Sc (Prog.) Physical Science with Electronics,,,,,362.5667,363.7172,364.8677,362.5667,298.4586,217.4363,98.9798,304.439,,364.8677,305.3473,205.5248,,,
1052,Satyawati College,B.A Program (Economics + History),,,,,609.211,609.211,,609.211,479.6401,438.6501,396.9981,423.6338,,,661.3737,,,,351.2094
1053,Satyawati College,B.A Program (Economics + Mathematics),,,,,643.5475,643.5475,,643.5475,425.8465,277.5277,,366.5808,,,,,,272.9093,226.8863
1054,Satyawati College,B.A Program (Economics + OMSP),,,,,619.0517,619.0517,,619.0517,458.6089,361.6421,365.239,426.6731,,,,,,,341.2319
1055,Satyawati College,B.A Program (Economics + Political Science),,,,,616.6243,616.6243,,616.6243,476.4937,451.8484,404.6654,419.677,,,567.4577,,,,338.017
1056,Satyawati College,B.A Program (English + Economics),,,,,668.7013,668.7013,,668.7013,505.7175,445.0348,458.9985,508.1756,,,660.7886,,344.8251,,
1057,Satyawati College,B.A Program (English + History),,,,,612.9649,612.9649,,612.9649,492.965,457.8611,428.1546,434.0472,157.1053,,,,,398.5396,
1058,Satyawati College,B.A Program (English + Political Science),,,,,635.0823,635.0823,,635.0823,515.3017,498.0716,556.2733,514.3465,204.9941,,,,,498.8661,433.0753
1059,Satyawati College,B.A Program (Hindi + History),,,,,545.677,545.677,,545.677,433.7701,399.9143,306.8058,397.761,347.6955,,,,252.0328,338.168,
1060,Satyawati College,B.A Program (Hindi + Political Science),,,,,553.2909,553.2909,,553.2909,427.1978,433.2701,218.6369,384.7803,354.9852,,,,,391.9408,
1061,Satyawati College,B.A Program (History + Mathematics),,,,,519.6357,519.6357,,519.6357,385.0396,300.8745,312.1842,338.2311,,,502.1454,,,,
1062,Satyawati College,B.A Program (History + Political Science),,,,,624.6054,624.6054,,624.6054,525.0497,475.3564,436.9263,467.8603,415.2288,,618.3349,,,,
1063,Satyawati College,B.A Program (Mathematics + OMSP),,,,,553.6971,553.6971,,553.6971,366.3131,259.7549,,300.3141,,,338.9153,,,,
1064,Satyawati College,B.A Program (Mathematics + Political Science),,,,,527.3883,527.3883,,527.3883,383.1959,265.4545,151.8257,410.7874,,,451.8191,277.4151,,,
1065,Satyawati College,B.A Program (Sanskrit + History),,,,,350.0945,350.0945,,350.0945,282.0107,202.133,,303.6524,,,289.4024,333.1006,,,
1066,Satyawati College,B.A Program (Sanskrit + Political Science),,,,,354.6723,354.6723,,354.6723,190.4714,214.4068,,221.4241,,,,,,,
1067,Satyawati College,B.A. (Hons.) Economics,,,,,696.6344,705.8926,715.1507,696.6344,440.5615,334.4549,280.3739,443.4627,,715.1507,600.4522,501.0326,,,
1068,Satyawati College,B.A. (Hons.) English,,,,,647.2096,686.9802,726.7508,647.2096,500.2841,453.5285,477.1275,468.7154,,726.7508,610.9808,,371.7282,,
1069,Satyawati College,B.A. (Hons.) Hindi,,,,,339.455,339.455,,339.455,161.3712,212.0278,248.9976,236.883,,,274.5828,251.1008,,,
1070,Satyawati College,B.A. (Hons.) History,,,,,623.3243,650.648,677.9717,623.3243,492.4944,440.1356,407.9209,437.8021,326.0723,677.9717,645.7607,,408.0229,370.6163,
1071,Satyawati College,B.A. (Hons.) Political Science,,,,,689.0105,689.0105,,689.0105,588.8586,537.9709,499.3371,589.8472,473.0101,,,,,,
1072,Satyawati College,B.A. (Hons.) Sanskrit,,,,,339.7834,401.2296,462.6758,339.7834,77.2088,142.4569,,154.0903,,462.6758,102.0731,277.4445,,,
